1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
1	1	16	0	0	0	0	0	1	0	1	0	0	0	0
2	3	2	0	0	0	0	0	0	0	0	0	0	0	0
3	4	3	0	0	0	0	0	0	0	0	0	0	0	0
4	5	4	0	0	0	0	0	0	0	0	0	0	0	0
5	6	5	0	0	0	0	0	0	0	0	0	0	0	0
6	7	6	0	0	0	0	0	0	0	0	0	0	0	0
7	8	7	0	0	0	0	0	0	0	0	0	0	0	0
8	9	8	0	0	0	0	0	0	0	0	0	0	0	0
9	10	9	0	0	0	0	0	0	0	0	0	0	0	0
10	11	10	0	0	0	0	0	0	0	0	0	0	0	0
11	12	11	0	0	0	0	0	0	0	0	0	0	0	0
12	13	12	0	0	0	0	0	0	0	0	0	0	0	0
13	14	13	0	0	0	0	0	0	0	0	0	0	0	0
14	15	14	0	0	0	0	0	0	0	0	0	0	0	0
14	30	15	0	10	0	10	0	0	0	0	0	0	0	0
15	16	31	0	0	0	0	0	1	0	1	0	0	0	0
28	45	30	0	10	0	10	0	0	0	0	0	0	0	0
29	31	46	0	0	0	0	0	1	0	1	0	0	0	0
42	60	45	0	10	0	10	0	0	0	0	0	0	0	0
43	46	61	0	0	0	0	0	1	0	1	0	0	0	0
56	75	60	0	10	0	10	0	0	0	0	0	0	0	0
57	61	76	0	0	0	0	0	1	0	1	0	0	0	0
62	81	82	0	0	0	0	0	0	0	0	0	0	0	0
63	82	83	0	0	0	0	0	0	0	0	0	0	0	0
64	83	84	0	0	0	0	0	0	0	0	0	0	0	0
65	84	85	0	0	0	0	0	0	0	0	0	0	0	0
70	90	75	0	10	0	10	0	0	0	0	0	0	0	0
71	76	91	0	0	0	0	0	1	0	1	0	0	0	0
75	96	81	0	0	0	0	0	0	0	0	0	0	0	0
76	85	97	0	0	0	0	0	0	0	0	0	0	0	0
80	102	90	0	10	0	10	0	0	0	0	0	0	0	0
81	91	103	0	0	0	0	0	1	1	1	0	0	0	0
85	108	96	0	0	0	0	0	0	0	0	0	0	0	0
86	97	109	0	0	0	0	0	0	0	0	0	0	0	0
90	114	102	0	10	0	10	0	0	0	0	0	0	0	0
91	103	115	0	0	0	0	1	1	0	1	0	0	0	0
95	120	108	0	0	0	0	0	0	0	0	0	0	0	0
96	109	121	0	0	0	0	0	0	0	0	0	0	0	0
100	126	114	0	10	0	10	0	0	0	0	0	0	0	0
101	115	127	0	0	0	0	0	1	0	1	0	0	0	0
105	132	120	0	0	0	0	0	0	0	0	0	0	0	0
106	121	136	0	0	0	0	0	0	0	0	0	0	0	0
110	141	126	0	10	0	10	0	0	0	0	0	0	0	0
111	127	142	0	0	0	0	0	1	0	1	0	0	0	0
116	133	132	0	0	0	0	0	0	0	0	0	0	0	0
117	134	133	0	0	0	0	0	0	0	0	0	0	0	0
118	135	134	0	0	0	0	0	0	0	0	0	0	0	0
119	136	135	0	0	0	0	0	0	0	0	0	0	0	0
124	156	141	0	10	0	10	0	0	0	0	0	0	0	0
125	142	157	0	0	0	0	0	1	0	1	0	0	0	0
138	171	156	0	10	0	10	0	0	0	0	0	0	0	0
139	157	172	0	0	0	0	0	1	0	1	0	0	0	0
152	186	171	0	10	0	10	0	0	0	0	0	0	0	0
153	172	187	0	0	0	0	0	1	0	1	0	0	0	0
166	201	186	0	10	0	10	0	0	0	0	0	0	0	0
167	202	203	0	0	0	0	0	0	0	0	0	0	0	0
167	187	202	0	0	0	0	0	1	0	1	0	0	0	0
168	203	204	0	0	0	0	0	0	0	0	0	0	0	0
169	204	205	0	0	0	0	0	0	0	0	0	0	0	0
170	205	206	0	0	0	0	0	0	0	0	0	0	0	0
171	206	207	0	0	0	0	0	0	0	0	0	0	0	0
172	207	208	0	0	0	0	0	0	0	0	0	0	0	0
173	208	209	0	0	0	0	0	0	0	0	0	0	0	0
174	209	210	0	0	0	0	0	0	0	0	0	0	0	0
175	210	211	0	0	0	0	0	0	0	0	0	0	0	0
176	211	212	0	0	0	0	0	0	0	0	0	0	0	0
177	212	213	0	0	0	0	0	0	0	0	0	0	0	0
178	213	214	0	0	0	0	0	0	0	0	0	0	0	0
179	214	215	0	0	0	0	0	0	0	0	0	0	0	0
180	215	216	0	0	0	0	0	0	0	0	0	0	0	0
180	216	201	0	10	0	10	0	0	0	0	0	0	0	0
