1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
1	1	18	0	0	0	0	0	1	0	1	0	0	0	0
2	3	2	0	0	0	0	0	0	0	0	0	0	0	0
3	4	3	0	0	0	0	0	0	0	0	0	0	0	0
4	5	4	0	0	0	0	0	0	0	0	0	0	0	0
5	6	5	0	0	0	0	0	0	0	0	0	0	0	0
6	7	6	0	0	0	0	0	0	0	0	0	0	0	0
7	8	7	0	0	0	0	0	0	0	0	0	0	0	0
8	9	8	0	0	0	0	0	0	0	0	0	0	0	0
9	10	9	0	0	0	0	0	0	0	0	0	0	0	0
10	11	10	0	0	0	0	0	0	0	0	0	0	0	0
11	12	11	0	0	0	0	0	0	0	0	0	0	0	0
12	13	12	0	0	0	0	0	0	0	0	0	0	0	0
13	14	13	0	0	0	0	0	0	0	0	0	0	0	0
14	15	14	0	0	0	0	0	0	0	0	0	0	0	0
15	16	15	0	0	0	0	0	0	0	0	0	0	0	0
16	17	16	0	0	0	0	0	0	0	0	0	0	0	0
16	34	17	0	10	0	10	0	0	0	0	0	0	0	0
17	18	35	0	0	0	0	0	1	0	1	0	0	0	0
32	51	34	0	10	0	10	0	0	0	0	0	0	0	0
33	35	52	0	0	0	0	0	1	0	1	0	0	0	0
48	68	51	0	10	0	10	0	0	0	0	0	0	0	0
49	52	69	0	0	0	0	0	1	0	1	0	0	0	0
64	85	68	0	10	0	10	0	0	0	0	0	0	0	0
65	69	86	0	0	0	0	0	1	0	1	0	0	0	0
80	102	85	0	10	0	10	0	0	0	0	0	0	0	0
81	86	103	0	0	0	0	0	1	0	1	0	0	0	0
87	109	110	0	0	0	0	0	0	0	0	0	0	0	0
88	110	111	0	0	0	0	0	0	0	0	0	0	0	0
89	111	112	0	0	0	0	0	0	0	0	0	0	0	0
90	112	113	0	0	0	0	0	0	0	0	0	0	0	0
96	119	102	0	10	0	10	0	0	0	0	0	0	0	0
97	103	120	0	0	0	0	0	1	0	1	0	0	0	0
102	126	109	0	0	0	0	0	0	0	0	0	0	0	0
103	113	127	0	0	0	0	0	0	0	0	0	0	0	0
108	133	119	0	10	0	10	0	0	0	0	0	0	0	0
109	120	134	0	0	0	0	0	1	1	1	0	0	0	0
114	140	126	0	0	0	0	0	0	0	0	0	0	0	0
115	127	141	0	0	0	0	0	0	0	0	0	0	0	0
120	147	133	0	10	0	10	0	0	0	0	0	0	0	0
121	134	148	0	0	0	0	1	1	0	1	0	0	0	0
126	154	140	0	0	0	0	0	0	0	0	0	0	0	0
127	141	155	0	0	0	0	0	0	0	0	0	0	0	0
132	161	147	0	10	0	10	0	0	0	0	0	0	0	0
133	148	162	0	0	0	0	0	1	0	1	0	0	0	0
138	168	154	0	0	0	0	0	0	0	0	0	0	0	0
139	155	172	0	0	0	0	0	0	0	0	0	0	0	0
144	178	161	0	10	0	10	0	0	0	0	0	0	0	0
145	162	179	0	0	0	0	0	1	0	1	0	0	0	0
151	169	168	0	0	0	0	0	0	0	0	0	0	0	0
152	170	169	0	0	0	0	0	0	0	0	0	0	0	0
153	171	170	0	0	0	0	0	0	0	0	0	0	0	0
154	172	171	0	0	0	0	0	0	0	0	0	0	0	0
160	195	178	0	10	0	10	0	0	0	0	0	0	0	0
161	179	196	0	0	0	0	0	1	0	1	0	0	0	0
176	212	195	0	10	0	10	0	0	0	0	0	0	0	0
177	196	213	0	0	0	0	0	1	0	1	0	0	0	0
192	229	212	0	10	0	10	0	0	0	0	0	0	0	0
193	213	230	0	0	0	0	0	1	0	1	0	0	0	0
208	246	229	0	10	0	10	0	0	0	0	0	0	0	0
209	230	247	0	0	0	0	0	1	0	1	0	0	0	0
224	263	246	0	10	0	10	0	0	0	0	0	0	0	0
225	264	265	0	0	0	0	0	0	0	0	0	0	0	0
225	247	264	0	0	0	0	0	1	0	1	0	0	0	0
226	265	266	0	0	0	0	0	0	0	0	0	0	0	0
227	266	267	0	0	0	0	0	0	0	0	0	0	0	0
228	267	268	0	0	0	0	0	0	0	0	0	0	0	0
229	268	269	0	0	0	0	0	0	0	0	0	0	0	0
230	269	270	0	0	0	0	0	0	0	0	0	0	0	0
231	270	271	0	0	0	0	0	0	0	0	0	0	0	0
232	271	272	0	0	0	0	0	0	0	0	0	0	0	0
233	272	273	0	0	0	0	0	0	0	0	0	0	0	0
234	273	274	0	0	0	0	0	0	0	0	0	0	0	0
235	274	275	0	0	0	0	0	0	0	0	0	0	0	0
236	275	276	0	0	0	0	0	0	0	0	0	0	0	0
237	276	277	0	0	0	0	0	0	0	0	0	0	0	0
238	277	278	0	0	0	0	0	0	0	0	0	0	0	0
239	278	279	0	0	0	0	0	0	0	0	0	0	0	0
240	279	280	0	0	0	0	0	0	0	0	0	0	0	0
240	280	263	0	10	0	10	0	0	0	0	0	0	0	0
