1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
1	1	20	0	0	0	0	0	1	0	1	0	0	0	0
2	3	2	0	0	0	0	0	0	0	0	0	0	0	0
3	4	3	0	0	0	0	0	0	0	0	0	0	0	0
4	5	4	0	0	0	0	0	0	0	0	0	0	0	0
5	6	5	0	0	0	0	0	0	0	0	0	0	0	0
6	7	6	0	0	0	0	0	0	0	0	0	0	0	0
7	8	7	0	0	0	0	0	0	0	0	0	0	0	0
8	9	8	0	0	0	0	0	0	0	0	0	0	0	0
9	10	9	0	0	0	0	0	0	0	0	0	0	0	0
10	11	10	0	0	0	0	0	0	0	0	0	0	0	0
11	12	11	0	0	0	0	0	0	0	0	0	0	0	0
12	13	12	0	0	0	0	0	0	0	0	0	0	0	0
13	14	13	0	0	0	0	0	0	0	0	0	0	0	0
14	15	14	0	0	0	0	0	0	0	0	0	0	0	0
15	16	15	0	0	0	0	0	0	0	0	0	0	0	0
16	17	16	0	0	0	0	0	0	0	0	0	0	0	0
17	18	17	0	0	0	0	0	0	0	0	0	0	0	0
18	19	18	0	0	0	0	0	0	0	0	0	0	0	0
18	38	19	0	10	0	10	0	0	0	0	0	0	0	0
19	20	39	0	0	0	0	0	1	0	1	0	0	0	0
36	57	38	0	10	0	10	0	0	0	0	0	0	0	0
37	39	58	0	0	0	0	0	1	0	1	0	0	0	0
54	76	57	0	10	0	10	0	0	0	0	0	0	0	0
55	58	77	0	0	0	0	0	1	0	1	0	0	0	0
72	95	76	0	10	0	10	0	0	0	0	0	0	0	0
73	77	96	0	0	0	0	0	1	0	1	0	0	0	0
90	114	95	0	10	0	10	0	0	0	0	0	0	0	0
91	96	115	0	0	0	0	0	1	0	1	0	0	0	0
108	133	114	0	10	0	10	0	0	0	0	0	0	0	0
109	115	134	0	0	0	0	0	1	0	1	0	0	0	0
116	141	142	0	0	0	0	0	0	0	0	0	0	0	0
117	142	143	0	0	0	0	0	0	0	0	0	0	0	0
118	143	144	0	0	0	0	0	0	0	0	0	0	0	0
119	144	145	0	0	0	0	0	0	0	0	0	0	0	0
126	152	133	0	10	0	10	0	0	0	0	0	0	0	0
127	134	153	0	0	0	0	0	1	0	1	0	0	0	0
133	160	141	0	0	0	0	0	0	0	0	0	0	0	0
134	145	161	0	0	0	0	0	0	0	0	0	0	0	0
140	168	152	0	10	0	10	0	0	0	0	0	0	0	0
141	153	169	0	0	0	0	0	1	1	1	0	0	0	0
147	176	160	0	0	0	0	0	0	0	0	0	0	0	0
148	161	177	0	0	0	0	0	0	0	0	0	0	0	0
154	184	168	0	10	0	10	0	0	0	0	0	0	0	0
155	169	185	0	0	0	0	1	1	0	1	0	0	0	0
161	192	176	0	0	0	0	0	0	0	0	0	0	0	0
162	177	193	0	0	0	0	0	0	0	0	0	0	0	0
168	200	184	0	10	0	10	0	0	0	0	0	0	0	0
169	185	201	0	0	0	0	0	1	0	1	0	0	0	0
175	208	192	0	0	0	0	0	0	0	0	0	0	0	0
176	193	212	0	0	0	0	0	0	0	0	0	0	0	0
182	219	200	0	10	0	10	0	0	0	0	0	0	0	0
183	201	220	0	0	0	0	0	1	0	1	0	0	0	0
190	209	208	0	0	0	0	0	0	0	0	0	0	0	0
191	210	209	0	0	0	0	0	0	0	0	0	0	0	0
192	211	210	0	0	0	0	0	0	0	0	0	0	0	0
193	212	211	0	0	0	0	0	0	0	0	0	0	0	0
200	238	219	0	10	0	10	0	0	0	0	0	0	0	0
201	220	239	0	0	0	0	0	1	0	1	0	0	0	0
218	257	238	0	10	0	10	0	0	0	0	0	0	0	0
219	239	258	0	0	0	0	0	1	0	1	0	0	0	0
236	276	257	0	10	0	10	0	0	0	0	0	0	0	0
237	258	277	0	0	0	0	0	1	0	1	0	0	0	0
254	295	276	0	10	0	10	0	0	0	0	0	0	0	0
255	277	296	0	0	0	0	0	1	0	1	0	0	0	0
272	314	295	0	10	0	10	0	0	0	0	0	0	0	0
273	296	315	0	0	0	0	0	1	0	1	0	0	0	0
290	333	314	0	10	0	10	0	0	0	0	0	0	0	0
291	334	335	0	0	0	0	0	0	0	0	0	0	0	0
291	315	334	0	0	0	0	0	1	0	1	0	0	0	0
292	335	336	0	0	0	0	0	0	0	0	0	0	0	0
293	336	337	0	0	0	0	0	0	0	0	0	0	0	0
294	337	338	0	0	0	0	0	0	0	0	0	0	0	0
295	338	339	0	0	0	0	0	0	0	0	0	0	0	0
296	339	340	0	0	0	0	0	0	0	0	0	0	0	0
297	340	341	0	0	0	0	0	0	0	0	0	0	0	0
298	341	342	0	0	0	0	0	0	0	0	0	0	0	0
299	342	343	0	0	0	0	0	0	0	0	0	0	0	0
300	343	344	0	0	0	0	0	0	0	0	0	0	0	0
301	344	345	0	0	0	0	0	0	0	0	0	0	0	0
302	345	346	0	0	0	0	0	0	0	0	0	0	0	0
303	346	347	0	0	0	0	0	0	0	0	0	0	0	0
304	347	348	0	0	0	0	0	0	0	0	0	0	0	0
305	348	349	0	0	0	0	0	0	0	0	0	0	0	0
306	349	350	0	0	0	0	0	0	0	0	0	0	0	0
307	350	351	0	0	0	0	0	0	0	0	0	0	0	0
308	351	352	0	0	0	0	0	0	0	0	0	0	0	0
308	352	333	0	10	0	10	0	0	0	0	0	0	0	0
